"Hour","Month","Day_of_Month","Day","Van_Temp_Cel","Van_Dew_Point_Temp_Cel","Van_Relative_Humidity_Per","Vic_Temp_Cel","Vic_Dew_Point_Temp_Cel","Vic_Relative_Humidity_Per","Vic_Wind_Direct_Deg","Vic_Wind_Speed","Vic_Visibility","Vic_Station.Pressure","Minute"
" 8"," 4","28","5",9.4,6,"79",9.6,4.6,"71","220",8,24.1,102.72," 0"
" 9"," 4","28","5",11.1,6.8,"75",9.5,3.3,"65","180",11,24.1,102.77," 0"
"10"," 4","28","5",13.7,6.9,"63",10.3,3.6,"63","150",13,24.1,102.79," 0"
"11"," 4","28","5",11.6,6,"68",10.5,3.6,"62","160",15,24.1,102.79," 0"
"12"," 4","28","5",12.6,6.4,"66",10.7,3.8,"62","160",17,24.1,102.77," 0"
"14"," 4","28","5",14,5.9,"58",10.9,6.3,"73","170",21,24.1,102.74,"25"
"15"," 4","28","5",14.3,5.9,"57",11.9,5.8,"66","190",16,24.1,102.69,"30"
"16"," 4","28","5",13.5,5.5,"59",13,4,"54","220",22,24.1,102.65,"30"
"17"," 4","28","5",13.2,5,"58",12.6,4.9,"59","230",21,24.1,102.64,"30"
"18"," 4","28","5",13.4,5.1,"57",13.1,2.7,"49","240",24,24.1,102.63,"30"
"19"," 4","28","5",11.7,5,"64",11.8,3.4,"56","240",21,24.1,102.64,"30"
"20"," 4","28","5",10.5,5.3,"70",10.7,4.4,"65","230",22,24.1,102.64,"30"
"21"," 4","28","5",9.6,4.2,"69",27.3,10.4,"31"," 10",25,24.1,101.62,"30"
" 6"," 4","28","5",7.7,4.5,"80",5.9,3.6,"85","330",5,24.1,102.63,"30"
" 8"," 4","28","5",9.4,6,"79",9.6,4.6,"71","220",8,24.1,102.72,"30"
"10"," 4","28","5",13.7,6.9,"63",10.3,3.6,"63","150",13,24.1,102.79,"30"
"12"," 4","28","5",12.6,6.4,"66",10.7,3.8,"62","160",17,24.1,102.77,"30"
"15"," 4","28","5",14.3,5.9,"57",11.9,5.8,"66","190",16,24.1,102.69," 0"
"17"," 4","28","5",13.2,5,"58",12.6,4.9,"59","230",21,24.1,102.64," 0"
"19"," 4","28","5",11.7,5,"64",11.8,3.4,"56","240",21,24.1,102.64," 0"
"21"," 4","28","5",9.6,4.2,"69",15.7,9.6,"66"," 90",20,24.1,101.51," 0"
" 7"," 4","28","5",8.4,5.4,"81",7.7,4.8,"82","360",2,24.1,102.68,"20"
" 9"," 4","28","5",11.1,6.8,"75",9.5,3.3,"65","180",11,24.1,102.77,"25"
"11"," 4","28","5",11.6,6,"68",10.5,3.6,"62","160",15,24.1,102.79,"30"
"13"," 4","28","5",13.1,5.8,"61",10.7,5.1,"68","180",22,24.1,102.76,"35"
"15"," 4","28","5",14.3,5.9,"57",11.9,5.8,"66","190",16,24.1,102.69,"50"
"17"," 4","28","5",13.2,5,"58",12.6,4.9,"59","230",21,24.1,102.64,"50"
"19"," 4","28","5",11.7,5,"64",11.8,3.4,"56","240",21,24.1,102.64,"50"
"21"," 4","28","5",9.6,4.2,"69",9.2,4.5,"69"," 10",11,24.1,101.18,"45"
" 6"," 4","28","5",7.7,4.5,"80",5.9,3.6,"85","330",5,24.1,102.63,"20"
" 8"," 4","28","5",9.4,6,"79",9.6,4.6,"71","220",8,24.1,102.72,"25"
"10"," 4","28","5",13.7,6.9,"63",10.3,3.6,"63","150",13,24.1,102.79,"25"
"12"," 4","28","5",12.6,6.4,"66",10.7,3.8,"62","160",17,24.1,102.77,"35"
"14"," 4","28","5",14,5.9,"58",10.9,6.3,"73","170",21,24.1,102.74,"45"
"16"," 4","28","5",13.5,5.5,"59",13,4,"54","220",22,24.1,102.65,"50"
"18"," 4","28","5",13.4,5.1,"57",13.1,2.7,"49","240",24,24.1,102.63,"50"
"20"," 4","28","5",10.5,5.3,"70",10.7,4.4,"65","230",22,24.1,102.64,"45"
" 7"," 4","29","6",9.1,5.7,"79",8,5.5,"84","230",12,24.1,102.55," 0"
" 9"," 4","29","6",10.1,5.7,"74",8.6,6.1,"84","160",14,24.1,102.4," 0"
"10"," 4","29","6",10.3,5.7,"73",8.7,5.3,"79"," 60",13,24.1,102.31," 0"
"11"," 4","29","6",10.2,6.5,"78",9,6.1,"82","110",24,24.1,102.23," 0"
"13"," 4","29","6",9.2,7.1,"87",10.4,6,"74","110",8,24.1,102.13," 0"
"15"," 4","29","6",9.3,7.3,"88",10.6,6.6,"76"," 60",10,9.7,101.91," 0"
"17"," 4","29","6",8.3,7,"92",9.3,7.9,"91","360",9,8.1,101.91," 0"
"19"," 4","29","6",8,7.1,"94",9.1,8,"93","340",7,16.1,101.76," 0"
"21"," 4","29","6",7.9,6.8,"92",4.5,1.7,"84","360",9,16.1,100.22," 0"
" 8"," 4","29","6",9.2,6.2,"82",8.4,5.9,"84","220",9,24.1,102.53,"35"
"12"," 4","29","6",9.2,7.2,"87",9.4,6.3,"81","100",18,24.1,102.13,"15"
"20"," 4","29","6",8.1,7,"92",9.2,8.1,"93"," 10",3,24.1,101.74,"45"
" 5"," 4","29","6",8.2,5.5,"83",6,3.3,"83","320",4,24.1,102.5,"15"
" 7"," 4","29","6",9.1,5.7,"79",8,5.5,"84","230",12,24.1,102.55,"45"
"10"," 4","29","6",10.3,5.7,"73",8.7,5.3,"79"," 60",13,24.1,102.31,"15"
"12"," 4","29","6",9.2,7.2,"87",9.4,6.3,"81","100",18,24.1,102.13,"45"
"15"," 4","29","6",9.3,7.3,"88",10.6,6.6,"76"," 60",10,9.7,101.91,"15"
"17"," 4","29","6",8.3,7,"92",9.3,7.9,"91","360",9,8.1,101.91,"45"
" 7"," 4","29","6",9.1,5.7,"79",8,5.5,"84","230",12,24.1,102.55," 0"
" 9"," 4","29","6",10.1,5.7,"74",8.6,6.1,"84","160",14,24.1,102.4," 0"
"11"," 4","29","6",10.2,6.5,"78",9,6.1,"82","110",24,24.1,102.23," 0"
"13"," 4","29","6",9.2,7.1,"87",10.4,6,"74","110",8,24.1,102.13," 0"
"15"," 4","29","6",9.3,7.3,"88",10.6,6.6,"76"," 60",10,9.7,101.91," 0"
"17"," 4","29","6",8.3,7,"92",9.3,7.9,"91","360",9,8.1,101.91," 0"
"19"," 4","29","6",8,7.1,"94",9.1,8,"93","340",7,16.1,101.76," 0"
"21"," 4","29","6",7.9,6.8,"92",27.3,10.3,"33"," 40",6,24.1,102.07," 0"
" 5"," 4","29","6",8.2,5.5,"83",6,3.3,"83","320",4,24.1,102.5,"40"
" 5"," 4","29","6",8.2,5.5,"83",6,3.3,"83","320",4,24.1,102.5,"50"
" 8"," 4","29","6",9.2,6.2,"82",8.4,5.9,"84","220",9,24.1,102.53,"15"
" 9"," 4","29","6",10.1,5.7,"74",8.6,6.1,"84","160",14,24.1,102.4,"35"
"14"," 4","29","6",9.2,6.6,"84",10.9,5.9,"71"," 60",13,24.1,102.02,"30"
"16"," 4","29","6",8.5,7,"90",9.6,7.4,"86"," 10",6,8.1,101.93," 0"
"18"," 4","29","6",8.3,7.3,"94",9.1,8,"93","360",11,8.1,101.81,"35"
"19"," 4","29","6",8,7.1,"94",9.1,8,"93","340",7,16.1,101.76,"10"
" 7"," 4","29","6",9.1,5.7,"79",8,5.5,"84","230",12,24.1,102.55," 0"
" 8"," 4","29","6",9.2,6.2,"82",8.4,5.9,"84","220",9,24.1,102.53," 0"
" 9"," 4","29","6",10.1,5.7,"74",8.6,6.1,"84","160",14,24.1,102.4," 0"
"11"," 4","29","6",10.2,6.5,"78",9,6.1,"82","110",24,24.1,102.23," 0"
"13"," 4","29","6",9.2,7.1,"87",10.4,6,"74","110",8,24.1,102.13," 0"
"15"," 4","29","6",9.3,7.3,"88",10.6,6.6,"76"," 60",10,9.7,101.91," 0"
"17"," 4","29","6",8.3,7,"92",9.3,7.9,"91","360",9,8.1,101.91," 0"
"19"," 4","29","6",8,7.1,"94",9.1,8,"93","340",7,16.1,101.76," 0"
"21"," 4","29","6",7.9,6.8,"92",13.8,7.5,"66","360",14,24.1,101.9," 0"
" 5"," 4","29","6",8.2,5.5,"83",6,3.3,"83","320",4,24.1,102.5,"15"
" 7"," 4","29","6",9.1,5.7,"79",8,5.5,"84","230",12,24.1,102.55,"45"
"10"," 4","29","6",10.3,5.7,"73",8.7,5.3,"79"," 60",13,24.1,102.31,"15"
"12"," 4","29","6",9.2,7.2,"87",9.4,6.3,"81","100",18,24.1,102.13,"45"
"15"," 4","29","6",9.3,7.3,"88",10.6,6.6,"76"," 60",10,9.7,101.91,"15"
"17"," 4","29","6",8.3,7,"92",9.3,7.9,"91","360",9,8.1,101.91,"45"
" 6"," 4","29","6",8.4,5.2,"81",7.8,5.6,"86","240",16,24.1,102.5,"30"
" 8"," 4","29","6",9.2,6.2,"82",8.4,5.9,"84","220",9,24.1,102.53,"30"
"10"," 4","29","6",10.3,5.7,"73",8.7,5.3,"79"," 60",13,24.1,102.31,"30"
"12"," 4","29","6",9.2,7.2,"87",9.4,6.3,"81","100",18,24.1,102.13,"30"
"15"," 4","29","6",9.3,7.3,"88",10.6,6.6,"76"," 60",10,9.7,101.91," 0"
"17"," 4","29","6",8.3,7,"92",9.3,7.9,"91","360",9,8.1,101.91," 0"
"19"," 4","29","6",8,7.1,"94",9.1,8,"93","340",7,16.1,101.76," 0"
"21"," 4","29","6",7.9,6.8,"92",1.6,0.9,"94","240",7,12.9,101.22," 0"
" 6"," 4","29","6",8.4,5.2,"81",7.8,5.6,"86","240",16,24.1,102.5," 0"
" 8"," 4","29","6",9.2,6.2,"82",8.4,5.9,"84","220",9,24.1,102.53," 0"
" 9"," 4","29","6",10.1,5.7,"74",8.6,6.1,"84","160",14,24.1,102.4," 0"
"10"," 4","29","6",10.3,5.7,"73",8.7,5.3,"79"," 60",13,24.1,102.31," 0"
"11"," 4","29","6",10.2,6.5,"78",9,6.1,"82","110",24,24.1,102.23," 0"
"12"," 4","29","6",9.2,7.2,"87",9.4,6.3,"81","100",18,24.1,102.13," 0"
"14"," 4","29","6",9.2,6.6,"84",10.9,5.9,"71"," 60",13,24.1,102.02,"25"
"15"," 4","29","6",9.3,7.3,"88",10.6,6.6,"76"," 60",10,9.7,101.91,"30"
"16"," 4","29","6",8.5,7,"90",9.6,7.4,"86"," 10",6,8.1,101.93,"30"
"17"," 4","29","6",8.3,7,"92",9.3,7.9,"91","360",9,8.1,101.91,"30"
"18"," 4","29","6",8.3,7.3,"94",9.1,8,"93","360",11,8.1,101.81,"30"
"20"," 4","29","6",8.1,7,"92",9.2,8.1,"93"," 10",3,24.1,101.74,"30"
"21"," 4","29","6",7.9,6.8,"92",12.2,10.1,"87","170",8,24.1,102.63,"30"
" 6"," 4","29","6",8.4,5.2,"81",7.8,5.6,"86","240",16,24.1,102.5,"30"
" 8"," 4","29","6",9.2,6.2,"82",8.4,5.9,"84","220",9,24.1,102.53,"30"
"10"," 4","29","6",10.3,5.7,"73",8.7,5.3,"79"," 60",13,24.1,102.31,"30"
"12"," 4","29","6",9.2,7.2,"87",9.4,6.3,"81","100",18,24.1,102.13,"30"
"15"," 4","29","6",9.3,7.3,"88",10.6,6.6,"76"," 60",10,9.7,101.91," 0"
"17"," 4","29","6",8.3,7,"92",9.3,7.9,"91","360",9,8.1,101.91," 0"
"19"," 4","29","6",8,7.1,"94",9.1,8,"93","340",7,16.1,101.76," 0"
"21"," 4","29","6",7.9,6.8,"92",6.8,4,"84","350",9,24.1,100.84," 0"
" 7"," 4","29","6",9.1,5.7,"79",8,5.5,"84","230",12,24.1,102.55,"20"
" 9"," 4","29","6",10.1,5.7,"74",8.6,6.1,"84","160",14,24.1,102.4,"25"
"11"," 4","29","6",10.2,6.5,"78",9,6.1,"82","110",24,24.1,102.23,"30"
"13"," 4","29","6",9.2,7.1,"87",10.4,6,"74","110",8,24.1,102.13,"35"
"15"," 4","29","6",9.3,7.3,"88",10.6,6.6,"76"," 60",10,9.7,101.91,"50"
"17"," 4","29","6",8.3,7,"92",9.3,7.9,"91","360",9,8.1,101.91,"50"
"19"," 4","29","6",8,7.1,"94",9.1,8,"93","340",7,16.1,101.76,"50"
"21"," 4","29","6",7.9,6.8,"92",15.4,12.2,"81","240",18,24.1,101.93,"45"
" 6"," 4","29","6",8.4,5.2,"81",7.8,5.6,"86","240",16,24.1,102.5,"20"
" 8"," 4","29","6",9.2,6.2,"82",8.4,5.9,"84","220",9,24.1,102.53,"25"
"10"," 4","29","6",10.3,5.7,"73",8.7,5.3,"79"," 60",13,24.1,102.31,"25"
"12"," 4","29","6",9.2,7.2,"87",9.4,6.3,"81","100",18,24.1,102.13,"35"
"14"," 4","29","6",9.2,6.6,"84",10.9,5.9,"71"," 60",13,24.1,102.02,"45"
"16"," 4","29","6",8.5,7,"90",9.6,7.4,"86"," 10",6,8.1,101.93,"50"
"18"," 4","29","6",8.3,7.3,"94",9.1,8,"93","360",11,8.1,101.81,"50"
"20"," 4","29","6",8.1,7,"92",9.2,8.1,"93"," 10",3,24.1,101.74,"45"
" 7"," 4","30","7",10,5.3,"73",8.3,5.1,"80","230",23,24.1,102.33," 0"
" 9"," 4","30","7",11.1,5,"66",9,5.8,"80","230",28,24.1,102.42," 0"
"10"," 4","30","7",11.2,5,"66",9.9,5.5,"74","240",32,24.1,102.43," 0"
"11"," 4","30","7",12.5,5.2,"61",10.3,5.5,"72","240",37,24.1,102.47," 0"
"12"," 4","30","7",13.1,4.5,"56",10.5,5.7,"72","230",35,24.1,102.51," 0"
"13"," 4","30","7",14,5,"55",11.7,4.5,"61","240",36,24.1,102.51," 0"
"14"," 4","30","7",14.6,3.8,"49",11.9,3.7,"57","250",36,24.1,102.53," 0"
"15"," 4","30","7",14.3,2.1,"43",11.6,3.9,"59","240",36,24.1,102.54," 0"
"16"," 4","30","7",14.8,1.7,"41",11.6,3.7,"58","240",38,24.1,102.56," 0"
"17"," 4","30","7",14.6,2.1,"43",11.5,3.3,"57","250",33,24.1,102.58," 0"
"18"," 4","30","7",13.9,2.9,"47",10.8,3.9,"62","250",33,24.1,102.6," 0"
"19"," 4","30","7",12.5,4.3,"57",10.2,4.2,"66","250",25,24.1,102.6," 0"
"21"," 4","30","7",9.1,4.7,"74",11,6.7,"74","260",23,24.1,101.68," 0"
"22"," 4","30","7",9.3,5.6,"78",13.8,7.4,"65","250",22,24.1,101.92," 0"
"11"," 4","30","7",12.5,5.2,"61",10.3,5.5,"72","240",37,24.1,102.47,"10"
"18"," 4","30","7",13.9,2.9,"47",10.8,3.9,"62","250",33,24.1,102.6,"40"
"21"," 4","30","7",9.1,4.7,"74",10.4,7.5,"81","  0",7,24.1,101.59,"35"
"10"," 4","30","7",11.2,5,"66",9.9,5.5,"74","240",32,24.1,102.43,"15"
"12"," 4","30","7",13.1,4.5,"56",10.5,5.7,"72","230",35,24.1,102.51,"45"
"15"," 4","30","7",14.3,2.1,"43",11.6,3.9,"59","240",36,24.1,102.54,"15"
"17"," 4","30","7",14.6,2.1,"43",11.5,3.3,"57","250",33,24.1,102.58,"45"
"20"," 4","30","7",10.2,4.6,"68",9.4,4.4,"71","250",28,24.1,102.63,"15"
"22"," 4","30","7",9.3,5.6,"78",18.7,13.4,"69","180",13,24.1,102.51,"45"
" 9"," 4","30","7",11.1,5,"66",9,5.8,"80","230",28,24.1,102.42," 0"
"11"," 4","30","7",12.5,5.2,"61",10.3,5.5,"72","240",37,24.1,102.47," 0"
"13"," 4","30","7",14,5,"55",11.7,4.5,"61","240",36,24.1,102.51," 0"
"15"," 4","30","7",14.3,2.1,"43",11.6,3.9,"59","240",36,24.1,102.54," 0"
"17"," 4","30","7",14.6,2.1,"43",11.5,3.3,"57","250",33,24.1,102.58," 0"
"19"," 4","30","7",12.5,4.3,"57",10.2,4.2,"66","250",25,24.1,102.6," 0"
"21"," 4","30","7",9.1,4.7,"74",19.8,11.2,"54","200",13,24.1,102.02," 0"
" 6"," 4","30","7",9,5.3,"78",8.1,4.7,"79","250",23,24.1,102.24," 0"
" 6"," 4","30","7",9,5.3,"78",8.1,4.7,"79","250",23,24.1,102.24,"25"
" 9"," 4","30","7",11.1,5,"66",9,5.8,"80","230",28,24.1,102.42,"35"
"14"," 4","30","7",14.6,3.8,"49",11.9,3.7,"57","250",36,24.1,102.53,"15"
"14"," 4","30","7",14.6,3.8,"49",11.9,3.7,"57","250",36,24.1,102.53,"40"
"17"," 4","30","7",14.6,2.1,"43",11.5,3.3,"57","250",33,24.1,102.58,"25"
"18"," 4","30","7",13.9,2.9,"47",10.8,3.9,"62","250",33,24.1,102.6,"25"
"19"," 4","30","7",12.5,4.3,"57",10.2,4.2,"66","250",25,24.1,102.6,"10"
" 7"," 4","30","7",10,5.3,"73",8.3,5.1,"80","230",23,24.1,102.33," 0"
" 8"," 4","30","7",10.3,5,"70",8.7,5.1,"78","230",31,24.1,102.32," 0"
" 9"," 4","30","7",11.1,5,"66",9,5.8,"80","230",28,24.1,102.42," 0"
"11"," 4","30","7",12.5,5.2,"61",10.3,5.5,"72","240",37,24.1,102.47," 0"
"12"," 4","30","7",13.1,4.5,"56",10.5,5.7,"72","230",35,24.1,102.51," 0"
"13"," 4","30","7",14,5,"55",11.7,4.5,"61","240",36,24.1,102.51," 0"
"14"," 4","30","7",14.6,3.8,"49",11.9,3.7,"57","250",36,24.1,102.53," 0"
"15"," 4","30","7",14.3,2.1,"43",11.6,3.9,"59","240",36,24.1,102.54," 0"
"16"," 4","30","7",14.8,1.7,"41",11.6,3.7,"58","240",38,24.1,102.56," 0"
"17"," 4","30","7",14.6,2.1,"43",11.5,3.3,"57","250",33,24.1,102.58," 0"
"18"," 4","30","7",13.9,2.9,"47",10.8,3.9,"62","250",33,24.1,102.6," 0"
"19"," 4","30","7",12.5,4.3,"57",10.2,4.2,"66","250",25,24.1,102.6," 0"
"20"," 4","30","7",10.2,4.6,"68",9.4,4.4,"71","250",28,24.1,102.63," 0"
"21"," 4","30","7",9.1,4.7,"74",14.4,9.5,"70","320",9,24.1,103.01," 0"
"10"," 4","30","7",11.2,5,"66",9.9,5.5,"74","240",32,24.1,102.43,"15"
"12"," 4","30","7",13.1,4.5,"56",10.5,5.7,"72","230",35,24.1,102.51,"45"
"15"," 4","30","7",14.3,2.1,"43",11.6,3.9,"59","240",36,24.1,102.54,"15"
"17"," 4","30","7",14.6,2.1,"43",11.5,3.3,"57","250",33,24.1,102.58,"45"
"20"," 4","30","7",10.2,4.6,"68",9.4,4.4,"71","250",28,24.1,102.63,"15"
"22"," 4","30","7",9.3,5.6,"78",0.2,-2,"85","330",16,24.1,101.94,"45"
" 6"," 4","30","7",9,5.3,"78",8.1,4.7,"79","250",23,24.1,102.24,"30"
" 8"," 4","30","7",10.3,5,"70",8.7,5.1,"78","230",31,24.1,102.32,"30"
"10"," 4","30","7",11.2,5,"66",9.9,5.5,"74","240",32,24.1,102.43,"30"
"12"," 4","30","7",13.1,4.5,"56",10.5,5.7,"72","230",35,24.1,102.51,"30"
"15"," 4","30","7",14.3,2.1,"43",11.6,3.9,"59","240",36,24.1,102.54," 0"
"17"," 4","30","7",14.6,2.1,"43",11.5,3.3,"57","250",33,24.1,102.58," 0"
"19"," 4","30","7",12.5,4.3,"57",10.2,4.2,"66","250",25,24.1,102.6," 0"
"21"," 4","30","7",9.1,4.7,"74",10.9,7.8,"79","350",16,24.1,101.96," 0"
" 6"," 4","30","7",9,5.3,"78",8.1,4.7,"79","250",23,24.1,102.24," 0"
" 8"," 4","30","7",10.3,5,"70",8.7,5.1,"78","230",31,24.1,102.32," 0"
"10"," 4","30","7",11.2,5,"66",9.9,5.5,"74","240",32,24.1,102.43," 0"
"11"," 4","30","7",12.5,5.2,"61",10.3,5.5,"72","240",37,24.1,102.47," 0"
"12"," 4","30","7",13.1,4.5,"56",10.5,5.7,"72","230",35,24.1,102.51," 0"
"14"," 4","30","7",14.6,3.8,"49",11.9,3.7,"57","250",36,24.1,102.53,"25"
"15"," 4","30","7",14.3,2.1,"43",11.6,3.9,"59","240",36,24.1,102.54,"30"
"16"," 4","30","7",14.8,1.7,"41",11.6,3.7,"58","240",38,24.1,102.56,"30"
"17"," 4","30","7",14.6,2.1,"43",11.5,3.3,"57","250",33,24.1,102.58,"30"
"18"," 4","30","7",13.9,2.9,"47",10.8,3.9,"62","250",33,24.1,102.6,"30"
"19"," 4","30","7",12.5,4.3,"57",10.2,4.2,"66","250",25,24.1,102.6,"30"
"20"," 4","30","7",10.2,4.6,"68",9.4,4.4,"71","250",28,24.1,102.63,"30"
"21"," 4","30","7",9.1,4.7,"74",21.2,10,"47"," 40",21,24.1,102.01,"30"
" 6"," 4","30","7",9,5.3,"78",8.1,4.7,"79","250",23,24.1,102.24,"30"
" 8"," 4","30","7",10.3,5,"70",8.7,5.1,"78","230",31,24.1,102.32,"30"
"10"," 4","30","7",11.2,5,"66",9.9,5.5,"74","240",32,24.1,102.43,"30"
"12"," 4","30","7",13.1,4.5,"56",10.5,5.7,"72","230",35,24.1,102.51,"30"
"15"," 4","30","7",14.3,2.1,"43",11.6,3.9,"59","240",36,24.1,102.54," 0"
"17"," 4","30","7",14.6,2.1,"43",11.5,3.3,"57","250",33,24.1,102.58," 0"
"19"," 4","30","7",12.5,4.3,"57",10.2,4.2,"66","250",25,24.1,102.6," 0"
"21"," 4","30","7",9.1,4.7,"74",20.7,11,"52","130",10,24.1,101.4," 0"
" 7"," 4","30","7",10,5.3,"73",8.3,5.1,"80","230",23,24.1,102.33,"20"
" 9"," 4","30","7",11.1,5,"66",9,5.8,"80","230",28,24.1,102.42,"25"
"11"," 4","30","7",12.5,5.2,"61",10.3,5.5,"72","240",37,24.1,102.47,"30"
"13"," 4","30","7",14,5,"55",11.7,4.5,"61","240",36,24.1,102.51,"35"
"15"," 4","30","7",14.3,2.1,"43",11.6,3.9,"59","240",36,24.1,102.54,"50"
"17"," 4","30","7",14.6,2.1,"43",11.5,3.3,"57","250",33,24.1,102.58,"50"
"19"," 4","30","7",12.5,4.3,"57",10.2,4.2,"66","250",25,24.1,102.6,"50"
"21"," 4","30","7",9.1,4.7,"74",11,7.9,"80","220",11,24.1,101.38,"45"
" 6"," 4","30","7",9,5.3,"78",8.1,4.7,"79","250",23,24.1,102.24,"20"
" 8"," 4","30","7",10.3,5,"70",8.7,5.1,"78","230",31,24.1,102.32,"25"
"10"," 4","30","7",11.2,5,"66",9.9,5.5,"74","240",32,24.1,102.43,"25"
"12"," 4","30","7",13.1,4.5,"56",10.5,5.7,"72","230",35,24.1,102.51,"35"
"14"," 4","30","7",14.6,3.8,"49",11.9,3.7,"57","250",36,24.1,102.53,"45"
"16"," 4","30","7",14.8,1.7,"41",11.6,3.7,"58","240",38,24.1,102.56,"50"
"18"," 4","30","7",13.9,2.9,"47",10.8,3.9,"62","250",33,24.1,102.6,"50"
"20"," 4","30","7",10.2,4.6,"68",9.4,4.4,"71","250",28,24.1,102.63,"45"
" 7"," 5"," 1","1",8.5,7,"90",8.5,6,"84","220",16,24.1,102.43," 0"
" 9"," 5"," 1","1",8.4,6.7,"89",8.4,5.5,"82","170",5,24.1,102.37," 0"
"10"," 5"," 1","1",8.7,7.6,"93",8.6,5.5,"81","270",4,19.3,102.36," 0"
"11"," 5"," 1","1",9.7,7.2,"84",8.8,6.1,"83","100",9,19.3,102.35," 0"
"13"," 5"," 1","1",9.3,7.5,"89",8.4,5.9,"84"," 40",10,12.9,102.31," 0"
"14"," 5"," 1","1",9,6.8,"87",9,5.6,"79"," 30",12,24.1,102.28," 0"
"15"," 5"," 1","1",9.9,7.7,"86",9,5.9,"81"," 70",7,24.1,102.2," 0"
"17"," 5"," 1","1",10.5,6.3,"75",9.9,5.7,"75"," 50",8,24.1,102.18," 0"
"19"," 5"," 1","1",9.6,6.7,"82",9.5,6.2,"80"," 60",9,24.1,102.16," 0"
"21"," 5"," 1","1",8.5,6.2,"85",16.7,10.8,"67"," 80",13,24.1,102.31," 0"
"10"," 5"," 1","1",8.7,7.6,"93",8.6,5.5,"81","270",4,19.3,102.36,"10"
"19"," 5"," 1","1",9.6,6.7,"82",9.5,6.2,"80"," 60",9,24.1,102.16,"20"
" 5"," 5"," 1","1",8.6,6.2,"85",8.5,5.4,"81","260",4,24.1,102.52,"15"
" 7"," 5"," 1","1",8.5,7,"90",8.5,6,"84","220",16,24.1,102.43,"45"
"10"," 5"," 1","1",8.7,7.6,"93",8.6,5.5,"81","270",4,19.3,102.36,"15"
"12"," 5"," 1","1",9.2,6.9,"86",8.8,6.6,"86","100",5,19.3,102.33,"45"
"15"," 5"," 1","1",9.9,7.7,"86",9,5.9,"81"," 70",7,24.1,102.2,"15"
"17"," 5"," 1","1",10.5,6.3,"75",9.9,5.7,"75"," 50",8,24.1,102.18,"45"
"20"," 5"," 1","1",8.6,6.8,"88",8.8,6.8,"87"," 40",6,24.1,102.22,"15"
"22"," 5"," 1","1",8.4,6.6,"88",14.4,11.4,"81","220",5,24.1,100.81,"45"
" 7"," 5"," 1","1",8.5,7,"90",8.5,6,"84","220",16,24.1,102.43," 0"
" 9"," 5"," 1","1",8.4,6.7,"89",8.4,5.5,"82","170",5,24.1,102.37," 0"
"11"," 5"," 1","1",9.7,7.2,"84",8.8,6.1,"83","100",9,19.3,102.35," 0"
"13"," 5"," 1","1",9.3,7.5,"89",8.4,5.9,"84"," 40",10,12.9,102.31," 0"
"15"," 5"," 1","1",9.9,7.7,"86",9,5.9,"81"," 70",7,24.1,102.2," 0"
"17"," 5"," 1","1",10.5,6.3,"75",9.9,5.7,"75"," 50",8,24.1,102.18," 0"
"19"," 5"," 1","1",9.6,6.7,"82",9.5,6.2,"80"," 60",9,24.1,102.16," 0"
"21"," 5"," 1","1",8.5,6.2,"85",4.4,1.7,"83","250",10,24.1,100.99," 0"
" 5"," 5"," 1","1",8.6,6.2,"85",8.5,5.4,"81","260",4,24.1,102.52,"10"
" 5"," 5"," 1","1",8.6,6.2,"85",8.5,5.4,"81","260",4,24.1,102.52,"20"
" 8"," 5"," 1","1",8.7,6.6,"86",8.4,5.9,"84","170",8,24.1,102.39,"30"
" 9"," 5"," 1","1",8.4,6.7,"89",8.4,5.5,"82","170",5,24.1,102.37,"10"
"10"," 5"," 1","1",8.7,7.6,"93",8.6,5.5,"81","270",4,19.3,102.36,"25"
"14"," 5"," 1","1",9,6.8,"87",9,5.6,"79"," 30",12,24.1,102.28,"15"
"14"," 5"," 1","1",9,6.8,"87",9,5.6,"79"," 30",12,24.1,102.28,"50"
"16"," 5"," 1","1",10.5,7.2,"80",9.7,5.5,"75"," 50",5,24.1,102.17,"15"
"18"," 5"," 1","1",9.9,7.2,"83",10.2,6.2,"76"," 90",9,24.1,102.19,"30"
"19"," 5"," 1","1",9.6,6.7,"82",9.5,6.2,"80"," 60",9,24.1,102.16,"40"
" 7"," 5"," 1","1",8.5,7,"90",8.5,6,"84","220",16,24.1,102.43," 0"
" 8"," 5"," 1","1",8.7,6.6,"86",8.4,5.9,"84","170",8,24.1,102.39," 0"
" 9"," 5"," 1","1",8.4,6.7,"89",8.4,5.5,"82","170",5,24.1,102.37," 0"
"11"," 5"," 1","1",9.7,7.2,"84",8.8,6.1,"83","100",9,19.3,102.35," 0"
"12"," 5"," 1","1",9.2,6.9,"86",8.8,6.6,"86","100",5,19.3,102.33," 0"
"13"," 5"," 1","1",9.3,7.5,"89",8.4,5.9,"84"," 40",10,12.9,102.31," 0"
"15"," 5"," 1","1",9.9,7.7,"86",9,5.9,"81"," 70",7,24.1,102.2," 0"
"17"," 5"," 1","1",10.5,6.3,"75",9.9,5.7,"75"," 50",8,24.1,102.18," 0"
"19"," 5"," 1","1",9.6,6.7,"82",9.5,6.2,"80"," 60",9,24.1,102.16," 0"
"21"," 5"," 1","1",8.5,6.2,"85",7.5,5.9,"89","220",13,19.3,101.68," 0"
