"","ID","Vessel_Name","Departure","Arrival","Scheduled_Departure","Day_of_Month","Month","Day","Hour","Traffic","Van_Temp_Cel","Van_Dew_Point_Temp_Cel","Van_Relative_Humidity_Per","Vic_Temp_Cel","Vic_Dew_Point_Temp_Cel","Vic_Relative_Humidity_Per","Vic_Wind_Direct_Deg","Vic_Wind_Speed","Vic_Visibility","Vic_Station_Pressure"
"5848",5848,"Queen of Coquitlam","Horseshoe Bay","Departure Bay","15:45",24,"January","Wednesday",15,2,7.3,6.6,95,8.4,5.5,82,90,10,24.1,100.03
"5849",5849,"Queen of Surrey","Horseshoe Bay","Departure Bay","18:35",24,"January","Wednesday",18,1,6.9,6.2,96,7.7,6.1,90,170,16,16.1,99.93
"5850",5850,"Queen of Coquitlam","Horseshoe Bay","Departure Bay","20:05",24,"January","Wednesday",20,1,6.8,6.3,97,7.5,4.4,80,240,14,24.1,100
"5851",5851,"Queen of Cowichan","Horseshoe Bay","Departure Bay","22:10",24,"January","Wednesday",22,2,7.1,5.9,92,11.1,5.4,66,10,22,24.1,101.19
"5852",5852,"Queen of Surrey","Horseshoe Bay","Langdale","07:30",24,"January","Wednesday",7,1,7.3,6.3,93,5.7,5.2,96,250,5,24.1,100.42
"5853",5853,"Queen of Surrey","Horseshoe Bay","Langdale","09:45",24,"January","Wednesday",9,1,7.5,6.5,94,6.5,5.7,95,70,9,24.1,100.44
"5854",5854,"Queen of Surrey","Horseshoe Bay","Langdale","11:55",24,"January","Wednesday",11,1,7.3,6.8,97,7.6,5.7,88,150,4,24.1,100.43
"5855",5855,"Queen of Surrey","Horseshoe Bay","Langdale","14:10",24,"January","Wednesday",14,1,7.8,6.6,92,8.5,5.6,82,20,9,24.1,100.09
"5856",5856,"Queen of Surrey","Horseshoe Bay","Langdale","16:20",24,"January","Wednesday",16,2,7.2,6.6,96,8.4,6.3,86,100,14,24.1,99.97
"5857",5857,"Queen of Cowichan","Horseshoe Bay","Langdale","17:30",24,"January","Wednesday",17,1,7.1,6.6,96,8.3,5.9,85,120,13,24.1,99.89
"5858",5858,"Queen of Cowichan","Horseshoe Bay","Langdale","19:50",24,"January","Wednesday",19,1,6.6,6,96,7.6,6.4,92,220,9,24.1,99.91
"5859",5859,"Queen of Surrey","Horseshoe Bay","Langdale","22:55",24,"January","Wednesday",22,1.5,7.1,5.9,92,8.3,3.5,71,130,3,24.1,101.45
"5860",5860,"Queen of Surrey","Langdale","Horseshoe Bay","06:20",24,"January","Wednesday",6,1,7.4,6.6,95,4.5,4.1,97,330,3,24.1,100.39
"5861",5861,"Queen of Surrey","Langdale","Horseshoe Bay","08:40",24,"January","Wednesday",8,1,7.4,6.4,94,4.9,4.4,96,330,6,24.1,100.42
"5862",5862,"Queen of Surrey","Langdale","Horseshoe Bay","10:50",24,"January","Wednesday",10,1,7.3,6.6,96,6.7,5.9,95,190,4,24.1,100.45
"5863",5863,"Queen of Surrey","Langdale","Horseshoe Bay","13:05",24,"January","Wednesday",13,1,7.8,6.6,92,7.9,5.7,86,230,3,24.1,100.18
"5864",5864,"Queen of Surrey","Langdale","Horseshoe Bay","15:15",24,"January","Wednesday",15,1,7.3,6.6,95,8.4,5.5,82,90,10,24.1,100.03
"5865",5865,"Queen of Surrey","Langdale","Horseshoe Bay","17:25",24,"January","Wednesday",17,1,7.1,6.6,96,8.3,5.9,85,120,13,24.1,99.89
"5866",5866,"Queen of Cowichan","Langdale","Horseshoe Bay","18:40",24,"January","Wednesday",18,1,6.9,6.2,96,7.7,6.1,90,170,16,16.1,99.93
"5867",5867,"Queen of Cowichan","Langdale","Horseshoe Bay","20:55",24,"January","Wednesday",20,1,6.8,6.3,97,7.5,4.4,80,240,14,24.1,100
"5868",5868,"Coastal Celebration","Tsawwassen","Swartz Bay","07:00",25,"January","Thursday",7,1,5.4,3.6,88,5.4,2.4,81,90,4,24.1,100.22
"5869",5869,"Coastal Renaissance","Tsawwassen","Swartz Bay","09:00",25,"January","Thursday",9,2,6.1,3.4,83,5.7,2.5,80,120,20,24.1,100.28
"5870",5870,"Coastal Celebration","Tsawwassen","Swartz Bay","11:00",25,"January","Thursday",11,1,6.5,3,78,6,2.2,77,110,6,24.1,100.37
"5871",5871,"Coastal Renaissance","Tsawwassen","Swartz Bay","13:00",25,"January","Thursday",13,2,3.9,2.8,92,6,2.4,77,160,8,24.1,100.48
"5872",5872,"Coastal Celebration","Tsawwassen","Swartz Bay","15:00",25,"January","Thursday",15,1,2.8,2,94,6,2.5,78,210,13,24.1,100.66
"5873",5873,"Coastal Renaissance","Tsawwassen","Swartz Bay","17:00",25,"January","Thursday",17,1.6,3.5,2.8,95,6.1,2.4,77,130,8,24.1,100.76
"5874",5874,"Coastal Celebration","Tsawwassen","Swartz Bay","19:00",25,"January","Thursday",19,2.6,4.1,3.2,93,5.8,3.1,83,110,18,24.1,100.82
"5875",5875,"Coastal Renaissance","Tsawwassen","Swartz Bay","21:00",25,"January","Thursday",21,1,4.6,3.5,92,5.8,3.4,84,270,15,19.3,100.93
"5876",5876,"Salish Eagle","Tsawwassen","Southern Gulf Islands","09:55",25,"January","Thursday",9,1.6,6.1,3.4,83,5.7,2.5,80,120,20,24.1,100.28
"5877",5877,"Salish Eagle","Tsawwassen","Southern Gulf Islands","19:15",25,"January","Thursday",19,1,4.1,3.2,93,5.8,3.1,83,110,18,24.1,100.82
"5878",5878,"Queen of Alberni","Tsawwassen","Duke Point","05:15",25,"January","Thursday",5,1,5.5,3.9,89,7.8,4.6,79,240,27,24.1,102.16
"5879",5879,"Coastal Inspiration","Tsawwassen","Duke Point","07:45",25,"January","Thursday",7,1,5.4,3.6,88,5.4,2.4,81,90,4,24.1,100.22
"5880",5880,"Queen of Alberni","Tsawwassen","Duke Point","10:15",25,"January","Thursday",10,1.6,6.3,3.5,82,5.4,2.4,81,100,14,24.1,100.31
"5881",5881,"Coastal Inspiration","Tsawwassen","Duke Point","12:45",25,"January","Thursday",12,1.4,4.8,3,88,6.2,2.1,75,170,12,24.1,100.44
"5882",5882,"Queen of Alberni","Tsawwassen","Duke Point","15:15",25,"January","Thursday",15,1,2.8,2,94,6,2.5,78,210,13,24.1,100.66
"5883",5883,"Coastal Inspiration","Tsawwassen","Duke Point","17:45",25,"January","Thursday",17,1,3.5,2.8,95,6.1,2.4,77,130,8,24.1,100.76
"5884",5884,"Queen of Alberni","Tsawwassen","Duke Point","20:15",25,"January","Thursday",20,1,4.4,3.3,93,6,3.2,82,120,13,19.3,100.86
"5885",5885,"Coastal Inspiration","Tsawwassen","Duke Point","22:45",25,"January","Thursday",22,2.2,4.2,2.9,91,5.1,1.3,77,210,9,24.1,102.66
"5886",5886,"Skeena Queen","Swartz Bay","Fulford Harbour (Saltspring Is.)","07:00",25,"January","Thursday",7,1,5.4,3.6,88,5.4,2.4,81,90,4,24.1,100.22
"5887",5887,"Skeena Queen","Swartz Bay","Fulford Harbour (Saltspring Is.)","09:00",25,"January","Thursday",9,2,6.1,3.4,83,5.7,2.5,80,120,20,24.1,100.28
"5888",5888,"Skeena Queen","Swartz Bay","Fulford Harbour (Saltspring Is.)","11:00",25,"January","Thursday",11,1,6.5,3,78,6,2.2,77,110,6,24.1,100.37
"5889",5889,"Skeena Queen","Swartz Bay","Fulford Harbour (Saltspring Is.)","13:00",25,"January","Thursday",13,2,3.9,2.8,92,6,2.4,77,160,8,24.1,100.48
"5890",5890,"Skeena Queen","Swartz Bay","Fulford Harbour (Saltspring Is.)","15:00",25,"January","Thursday",15,1,2.8,2,94,6,2.5,78,210,13,24.1,100.66
"5891",5891,"Skeena Queen","Swartz Bay","Fulford Harbour (Saltspring Is.)","17:00",25,"January","Thursday",17,1.6,3.5,2.8,95,6.1,2.4,77,130,8,24.1,100.76
"5892",5892,"Skeena Queen","Swartz Bay","Fulford Harbour (Saltspring Is.)","19:00",25,"January","Thursday",19,2.6,4.1,3.2,93,5.8,3.1,83,110,18,24.1,100.82
"5893",5893,"Skeena Queen","Swartz Bay","Fulford Harbour (Saltspring Is.)","21:00",25,"January","Thursday",21,1,4.6,3.5,92,5.8,3.4,84,270,15,19.3,100.93
"5894",5894,"Mayne Queen","Swartz Bay","Southern Gulf Islands","05:00",25,"January","Thursday",5,1,5.5,3.9,89,8.2,3,69,250,16,24.1,100.09
"5895",5895,"Queen of Cumberland","Swartz Bay","Southern Gulf Islands","05:05",25,"January","Thursday",5,1,5.5,3.9,89,3.8,2.4,89,40,9,24.1,102.72
"5896",5896,"Queen of Cumberland","Swartz Bay","Southern Gulf Islands","08:15",25,"January","Thursday",8,1,5.8,3,82,5.4,2,78,120,18,24.1,100.24
"5897",5897,"Mayne Queen","Swartz Bay","Southern Gulf Islands","09:10",25,"January","Thursday",9,1,6.1,3.4,83,5.7,2.5,80,120,20,24.1,100.28
"5898",5898,"Queen of Cumberland","Swartz Bay","Southern Gulf Islands","10:10",25,"January","Thursday",10,1,6.3,3.5,82,5.4,2.4,81,100,14,24.1,100.31
"5899",5899,"Queen of Cumberland","Swartz Bay","Southern Gulf Islands","14:20",25,"January","Thursday",14,1,3.9,2.9,93,5.8,2.3,78,210,7,24.1,100.55
"5900",5900,"Mayne Queen","Swartz Bay","Southern Gulf Islands","15:10",25,"January","Thursday",15,1,2.8,2,94,6,2.5,78,210,13,24.1,100.66
"5901",5901,"Queen of Cumberland","Swartz Bay","Southern Gulf Islands","16:20",25,"January","Thursday",16,2,3.3,2.6,95,6.3,2.6,78,190,6,24.1,100.72
"5902",5902,"Queen of Cumberland","Swartz Bay","Southern Gulf Islands","18:40",25,"January","Thursday",18,1,3.7,2.7,93,6,3.2,83,130,15,24.1,100.81
"5903",5903,"Mayne Queen","Swartz Bay","Southern Gulf Islands","19:55",25,"January","Thursday",19,1,4.1,3.2,93,5.8,3.1,83,110,18,24.1,100.82
"5904",5904,"Coastal Renaissance","Swartz Bay","Tsawwassen","07:00",25,"January","Thursday",7,1,5.4,3.6,88,5.4,2.4,81,90,4,24.1,100.22
"5905",5905,"Coastal Celebration","Swartz Bay","Tsawwassen","09:00",25,"January","Thursday",9,2,6.1,3.4,83,5.7,2.5,80,120,20,24.1,100.28
"5906",5906,"Coastal Renaissance","Swartz Bay","Tsawwassen","11:00",25,"January","Thursday",11,1,6.5,3,78,6,2.2,77,110,6,24.1,100.37
"5907",5907,"Coastal Celebration","Swartz Bay","Tsawwassen","13:00",25,"January","Thursday",13,2,3.9,2.8,92,6,2.4,77,160,8,24.1,100.48
"5908",5908,"Coastal Renaissance","Swartz Bay","Tsawwassen","15:00",25,"January","Thursday",15,1,2.8,2,94,6,2.5,78,210,13,24.1,100.66
"5909",5909,"Coastal Celebration","Swartz Bay","Tsawwassen","17:00",25,"January","Thursday",17,1.6,3.5,2.8,95,6.1,2.4,77,130,8,24.1,100.76
"5910",5910,"Coastal Renaissance","Swartz Bay","Tsawwassen","19:00",25,"January","Thursday",19,2.6,4.1,3.2,93,5.8,3.1,83,110,18,24.1,100.82
"5911",5911,"Coastal Celebration","Swartz Bay","Tsawwassen","21:00",25,"January","Thursday",21,1,4.6,3.5,92,5.8,3.4,84,270,15,19.3,100.93
"5912",5912,"Coastal Inspiration","Duke Point","Tsawwassen","05:15",25,"January","Thursday",5,1,5.5,3.9,89,1,1.2,97,240,3,24.1,100.5
"5913",5913,"Queen of Alberni","Duke Point","Tsawwassen","07:45",25,"January","Thursday",7,1,5.4,3.6,88,5.4,2.4,81,90,4,24.1,100.22
"5914",5914,"Coastal Inspiration","Duke Point","Tsawwassen","10:15",25,"January","Thursday",10,1.6,6.3,3.5,82,5.4,2.4,81,100,14,24.1,100.31
"5915",5915,"Queen of Alberni","Duke Point","Tsawwassen","12:45",25,"January","Thursday",12,1.4,4.8,3,88,6.2,2.1,75,170,12,24.1,100.44
"5916",5916,"Coastal Inspiration","Duke Point","Tsawwassen","15:15",25,"January","Thursday",15,1,2.8,2,94,6,2.5,78,210,13,24.1,100.66
"5917",5917,"Queen of Alberni","Duke Point","Tsawwassen","17:45",25,"January","Thursday",17,1,3.5,2.8,95,6.1,2.4,77,130,8,24.1,100.76
"5918",5918,"Coastal Inspiration","Duke Point","Tsawwassen","20:15",25,"January","Thursday",20,1,4.4,3.3,93,6,3.2,82,120,13,19.3,100.86
"5919",5919,"Queen of Alberni","Duke Point","Tsawwassen","22:45",25,"January","Thursday",22,2.2,4.2,2.9,91,9.6,4.9,72,60,35,24.1,102.17
"5920",5920,"Queen of Cowichan","Departure Bay","Horseshoe Bay","06:15",25,"January","Thursday",6,1,5.4,3.7,89,5.3,2.6,83,60,10,24.1,100.26
"5921",5921,"Queen of Coquitlam","Departure Bay","Horseshoe Bay","08:25",25,"January","Thursday",8,1,5.8,3,82,5.4,2,78,120,18,24.1,100.24
"5922",5922,"Queen of Cowichan","Departure Bay","Horseshoe Bay","10:40",25,"January","Thursday",10,1.6,6.3,3.5,82,5.4,2.4,81,100,14,24.1,100.31
"5923",5923,"Queen of Coquitlam","Departure Bay","Horseshoe Bay","13:00",25,"January","Thursday",13,2,3.9,2.8,92,6,2.4,77,160,8,24.1,100.48
"5924",5924,"Queen of Cowichan","Departure Bay","Horseshoe Bay","15:20",25,"January","Thursday",15,1,2.8,2,94,6,2.5,78,210,13,24.1,100.66
"5925",5925,"Queen of Coquitlam","Departure Bay","Horseshoe Bay","17:55",25,"January","Thursday",17,1,3.5,2.8,95,6.1,2.4,77,130,8,24.1,100.76
"5926",5926,"Queen of Surrey","Departure Bay","Horseshoe Bay","20:45",25,"January","Thursday",20,1.2,4.4,3.3,93,6,3.2,82,120,13,19.3,100.86
"5927",5927,"Queen of Coquitlam","Departure Bay","Horseshoe Bay","22:10",25,"January","Thursday",22,2,4.2,2.9,91,1.3,-3.2,74,260,5,24.1,102.35
"5928",5928,"Bowen Queen","Horseshoe Bay","Snug Cove (Bowen Is.)","05:50",25,"January","Thursday",5,1,5.5,3.9,89,6.5,3.7,82,80,7,24.1,102.98
"5929",5929,"Bowen Queen","Horseshoe Bay","Snug Cove (Bowen Is.)","06:50",25,"January","Thursday",6,1,5.4,3.7,89,5.3,2.6,83,60,10,24.1,100.26
"5930",5930,"Bowen Queen","Horseshoe Bay","Snug Cove (Bowen Is.)","08:00",25,"January","Thursday",8,2,5.8,3,82,5.4,2,78,120,18,24.1,100.24
"5931",5931,"Bowen Queen","Horseshoe Bay","Snug Cove (Bowen Is.)","09:05",25,"January","Thursday",9,1.4,6.1,3.4,83,5.7,2.5,80,120,20,24.1,100.28
"5932",5932,"Bowen Queen","Horseshoe Bay","Snug Cove (Bowen Is.)","10:15",25,"January","Thursday",10,1.6,6.3,3.5,82,5.4,2.4,81,100,14,24.1,100.31
"5933",5933,"Bowen Queen","Horseshoe Bay","Snug Cove (Bowen Is.)","11:25",25,"January","Thursday",11,1.66666666666667,6.5,3,78,6,2.2,77,110,6,24.1,100.37
"5934",5934,"Bowen Queen","Horseshoe Bay","Snug Cove (Bowen Is.)","12:35",25,"January","Thursday",12,1,4.8,3,88,6.2,2.1,75,170,12,24.1,100.44
"5935",5935,"Bowen Queen","Horseshoe Bay","Snug Cove (Bowen Is.)","14:20",25,"January","Thursday",14,1,3.9,2.9,93,5.8,2.3,78,210,7,24.1,100.55
"5936",5936,"Bowen Queen","Horseshoe Bay","Snug Cove (Bowen Is.)","15:30",25,"January","Thursday",15,1.2,2.8,2,94,6,2.5,78,210,13,24.1,100.66
"5937",5937,"Bowen Queen","Horseshoe Bay","Snug Cove (Bowen Is.)","16:35",25,"January","Thursday",16,2,3.3,2.6,95,6.3,2.6,78,190,6,24.1,100.72
"5938",5938,"Bowen Queen","Horseshoe Bay","Snug Cove (Bowen Is.)","17:45",25,"January","Thursday",17,1,3.5,2.8,95,6.1,2.4,77,130,8,24.1,100.76
"5939",5939,"Bowen Queen","Horseshoe Bay","Snug Cove (Bowen Is.)","18:50",25,"January","Thursday",18,1,3.7,2.7,93,6,3.2,83,130,15,24.1,100.81
"5940",5940,"Bowen Queen","Horseshoe Bay","Snug Cove (Bowen Is.)","20:00",25,"January","Thursday",20,1.2,4.4,3.3,93,6,3.2,82,120,13,19.3,100.86
"5941",5941,"Bowen Queen","Horseshoe Bay","Snug Cove (Bowen Is.)","21:00",25,"January","Thursday",21,1,4.6,3.5,92,5.8,3.4,84,270,15,19.3,100.93
"5942",5942,"Bowen Queen","Horseshoe Bay","Snug Cove (Bowen Is.)","22:00",25,"January","Thursday",22,1,4.2,2.9,91,7.1,4.8,86,140,17,12.9,100.09
"5943",5943,"Queen of Coquitlam","Horseshoe Bay","Departure Bay","06:15",25,"January","Thursday",6,1,5.4,3.7,89,5.3,2.6,83,60,10,24.1,100.26
"5944",5944,"Queen of Cowichan","Horseshoe Bay","Departure Bay","08:25",25,"January","Thursday",8,1,5.8,3,82,5.4,2,78,120,18,24.1,100.24
"5945",5945,"Queen of Coquitlam","Horseshoe Bay","Departure Bay","10:40",25,"January","Thursday",10,1.6,6.3,3.5,82,5.4,2.4,81,100,14,24.1,100.31
"5946",5946,"Queen of Cowichan","Horseshoe Bay","Departure Bay","13:00",25,"January","Thursday",13,2,3.9,2.8,92,6,2.4,77,160,8,24.1,100.48
"5947",5947,"Queen of Coquitlam","Horseshoe Bay","Departure Bay","15:45",25,"January","Thursday",15,2,2.8,2,94,6,2.5,78,210,13,24.1,100.66
"5948",5948,"Queen of Surrey","Horseshoe Bay","Departure Bay","18:35",25,"January","Thursday",18,1,3.7,2.7,93,6,3.2,83,130,15,24.1,100.81
"5949",5949,"Queen of Coquitlam","Horseshoe Bay","Departure Bay","20:05",25,"January","Thursday",20,2,4.4,3.3,93,6,3.2,82,120,13,19.3,100.86
"5950",5950,"Queen of Cowichan","Horseshoe Bay","Departure Bay","22:10",25,"January","Thursday",22,2,4.2,2.9,91,5.2,2.5,84,50,14,24.1,101.49
"5951",5951,"Queen of Surrey","Horseshoe Bay","Langdale","07:30",25,"January","Thursday",7,1,5.4,3.6,88,5.4,2.4,81,90,4,24.1,100.22
"5952",5952,"Queen of Surrey","Horseshoe Bay","Langdale","09:45",25,"January","Thursday",9,1,6.1,3.4,83,5.7,2.5,80,120,20,24.1,100.28
"5953",5953,"Queen of Surrey","Horseshoe Bay","Langdale","11:55",25,"January","Thursday",11,1.6,6.5,3,78,6,2.2,77,110,6,24.1,100.37
"5954",5954,"Queen of Surrey","Horseshoe Bay","Langdale","14:10",25,"January","Thursday",14,1,3.9,2.9,93,5.8,2.3,78,210,7,24.1,100.55
"5955",5955,"Queen of Surrey","Horseshoe Bay","Langdale","16:20",25,"January","Thursday",16,2,3.3,2.6,95,6.3,2.6,78,190,6,24.1,100.72
"5956",5956,"Queen of Cowichan","Horseshoe Bay","Langdale","17:30",25,"January","Thursday",17,1,3.5,2.8,95,6.1,2.4,77,130,8,24.1,100.76
"5957",5957,"Queen of Cowichan","Horseshoe Bay","Langdale","19:50",25,"January","Thursday",19,1,4.1,3.2,93,5.8,3.1,83,110,18,24.1,100.82
"5958",5958,"Queen of Surrey","Horseshoe Bay","Langdale","22:55",25,"January","Thursday",22,1.2,4.2,2.9,91,3,2.2,96,240,5,9.7,102.4
"5959",5959,"Queen of Surrey","Langdale","Horseshoe Bay","06:20",25,"January","Thursday",6,1,5.4,3.7,89,5.3,2.6,83,60,10,24.1,100.26
"5960",5960,"Queen of Surrey","Langdale","Horseshoe Bay","08:40",25,"January","Thursday",8,1.8,5.8,3,82,5.4,2,78,120,18,24.1,100.24
"5961",5961,"Queen of Surrey","Langdale","Horseshoe Bay","10:50",25,"January","Thursday",10,1,6.3,3.5,82,5.4,2.4,81,100,14,24.1,100.31
"5962",5962,"Queen of Surrey","Langdale","Horseshoe Bay","13:05",25,"January","Thursday",13,2,3.9,2.8,92,6,2.4,77,160,8,24.1,100.48
"5963",5963,"Queen of Surrey","Langdale","Horseshoe Bay","15:15",25,"January","Thursday",15,1,2.8,2,94,6,2.5,78,210,13,24.1,100.66
"5964",5964,"Queen of Surrey","Langdale","Horseshoe Bay","17:25",25,"January","Thursday",17,1,3.5,2.8,95,6.1,2.4,77,130,8,24.1,100.76
"5965",5965,"Queen of Cowichan","Langdale","Horseshoe Bay","18:40",25,"January","Thursday",18,1,3.7,2.7,93,6,3.2,83,130,15,24.1,100.81
"5966",5966,"Queen of Cowichan","Langdale","Horseshoe Bay","20:55",25,"January","Thursday",20,1,4.4,3.3,93,6,3.2,82,120,13,19.3,100.86
"5967",5967,"Coastal Celebration","Tsawwassen","Swartz Bay","07:00",26,"January","Friday",7,1,4.6,2.3,85,4.3,1.9,84,300,9,24.1,101.57
"5968",5968,"Coastal Renaissance","Tsawwassen","Swartz Bay","09:00",26,"January","Friday",9,2,4.6,3.6,93,4.8,2,82,200,10,24.1,101.69
"5969",5969,"Coastal Celebration","Tsawwassen","Swartz Bay","11:00",26,"January","Friday",11,1,5.8,3.3,84,5.2,2.4,82,240,13,24.1,101.86
"5970",5970,"Coastal Renaissance","Tsawwassen","Swartz Bay","13:00",26,"January","Friday",13,1.8,7.7,2.6,70,6.3,1,69,220,18,24.1,101.9
"5971",5971,"Spirit of Vancouver Island","Tsawwassen","Swartz Bay","14:00",26,"January","Friday",14,1,7.1,1.9,69,6.3,2.4,75,170,10,24.1,101.94
"5972",5972,"Coastal Celebration","Tsawwassen","Swartz Bay","15:00",26,"January","Friday",15,1,6.7,1.1,67,6.2,2.7,78,140,13,24.1,101.96
"5973",5973,"Coastal Renaissance","Tsawwassen","Swartz Bay","17:00",26,"January","Friday",17,1,6,3.1,82,6.2,2.6,78,110,11,24.1,101.95
"5974",5974,"Spirit of Vancouver Island","Tsawwassen","Swartz Bay","18:00",26,"January","Friday",18,1.8,5,3.5,90,6.1,2.6,78,120,17,24.1,101.93
"5975",5975,"Coastal Celebration","Tsawwassen","Swartz Bay","19:00",26,"January","Friday",19,1,4.8,3.5,91,6.2,2.3,76,110,14,24.1,101.89
"5976",5976,"Coastal Renaissance","Tsawwassen","Swartz Bay","21:00",26,"January","Friday",21,2.8,5.1,3,86,6.1,3.2,81,90,16,24.1,101.69
"5977",5977,"Salish Eagle","Tsawwassen","Southern Gulf Islands","09:55",26,"January","Friday",9,1,4.6,3.6,93,4.8,2,82,200,10,24.1,101.69
"5978",5978,"Salish Eagle","Tsawwassen","Southern Gulf Islands","15:20",26,"January","Friday",15,1,6.7,1.1,67,6.2,2.7,78,140,13,24.1,101.96
"5979",5979,"Salish Eagle","Tsawwassen","Southern Gulf Islands","19:50",26,"January","Friday",19,2.6,4.8,3.5,91,6.2,2.3,76,110,14,24.1,101.89
"5980",5980,"Queen of Alberni","Tsawwassen","Duke Point","05:15",26,"January","Friday",5,1,4.8,3.5,91,9.1,3.2,66,40,9,24.1,101.62
"5981",5981,"Coastal Inspiration","Tsawwassen","Duke Point","07:45",26,"January","Friday",7,1,4.6,2.3,85,4.3,1.9,84,300,9,24.1,101.57
"5982",5982,"Queen of Alberni","Tsawwassen","Duke Point","10:15",26,"January","Friday",10,1,4.7,2.9,88,4.9,2.5,85,250,14,24.1,101.79
"5983",5983,"Coastal Inspiration","Tsawwassen","Duke Point","12:45",26,"January","Friday",12,1,5.9,2.8,81,6,2.1,76,240,18,24.1,101.89
"5984",5984,"Queen of Alberni","Tsawwassen","Duke Point","15:15",26,"January","Friday",15,1,6.7,1.1,67,6.2,2.7,78,140,13,24.1,101.96
"5985",5985,"Coastal Inspiration","Tsawwassen","Duke Point","17:45",26,"January","Friday",17,2,6,3.1,82,6.2,2.6,78,110,11,24.1,101.95
"5986",5986,"Queen of Alberni","Tsawwassen","Duke Point","20:15",26,"January","Friday",20,1,4.8,3.4,90,5.9,3.3,84,80,11,24.1,101.8
"5987",5987,"Coastal Inspiration","Tsawwassen","Duke Point","22:45",26,"January","Friday",22,3,4.9,2.9,87,4,1.8,85,230,5,24.1,102.92
"5988",5988,"Skeena Queen","Swartz Bay","Fulford Harbour (Saltspring Is.)","07:00",26,"January","Friday",7,1,4.6,2.3,85,4.3,1.9,84,300,9,24.1,101.57
"5989",5989,"Skeena Queen","Swartz Bay","Fulford Harbour (Saltspring Is.)","09:00",26,"January","Friday",9,2,4.6,3.6,93,4.8,2,82,200,10,24.1,101.69
"5990",5990,"Skeena Queen","Swartz Bay","Fulford Harbour (Saltspring Is.)","11:00",26,"January","Friday",11,1,5.8,3.3,84,5.2,2.4,82,240,13,24.1,101.86
"5991",5991,"Skeena Queen","Swartz Bay","Fulford Harbour (Saltspring Is.)","13:00",26,"January","Friday",13,1.8,7.7,2.6,70,6.3,1,69,220,18,24.1,101.9
"5992",5992,"Skeena Queen","Swartz Bay","Fulford Harbour (Saltspring Is.)","15:00",26,"January","Friday",15,1,6.7,1.1,67,6.2,2.7,78,140,13,24.1,101.96
"5993",5993,"Skeena Queen","Swartz Bay","Fulford Harbour (Saltspring Is.)","17:00",26,"January","Friday",17,1,6,3.1,82,6.2,2.6,78,110,11,24.1,101.95
"5994",5994,"Skeena Queen","Swartz Bay","Fulford Harbour (Saltspring Is.)","19:00",26,"January","Friday",19,1,4.8,3.5,91,6.2,2.3,76,110,14,24.1,101.89
"5995",5995,"Skeena Queen","Swartz Bay","Fulford Harbour (Saltspring Is.)","21:00",26,"January","Friday",21,2.8,5.1,3,86,6.1,3.2,81,90,16,24.1,101.69
"5996",5996,"Mayne Queen","Swartz Bay","Southern Gulf Islands","05:00",26,"January","Friday",5,1,4.8,3.5,91,16.2,7.2,51,30,16,24.1,102.84
"5997",5997,"Queen of Cumberland","Swartz Bay","Southern Gulf Islands","05:05",26,"January","Friday",5,1,4.8,3.5,91,4,4.4,97,350,3,24.1,102.98
"5998",5998,"Queen of Cumberland","Swartz Bay","Southern Gulf Islands","08:15",26,"January","Friday",8,1,4.3,3,91,4.6,2.5,86,170,7,24.1,101.61
"5999",5999,"Mayne Queen","Swartz Bay","Southern Gulf Islands","09:10",26,"January","Friday",9,1,4.6,3.6,93,4.8,2,82,200,10,24.1,101.69
"6000",6000,"Queen of Cumberland","Swartz Bay","Southern Gulf Islands","10:10",26,"January","Friday",10,1,4.7,2.9,88,4.9,2.5,85,250,14,24.1,101.79
"6001",6001,"Queen of Cumberland","Swartz Bay","Southern Gulf Islands","13:50",26,"January","Friday",13,1,7.7,2.6,70,6.3,1,69,220,18,24.1,101.9
"6002",6002,"Mayne Queen","Swartz Bay","Southern Gulf Islands","15:10",26,"January","Friday",15,1,6.7,1.1,67,6.2,2.7,78,140,13,24.1,101.96
"6003",6003,"Queen of Cumberland","Swartz Bay","Southern Gulf Islands","15:50",26,"January","Friday",15,2,6.7,1.1,67,6.2,2.7,78,140,13,24.1,101.96
"6004",6004,"Queen of Cumberland","Swartz Bay","Southern Gulf Islands","18:35",26,"January","Friday",18,1,5,3.5,90,6.1,2.6,78,120,17,24.1,101.93
"6005",6005,"Mayne Queen","Swartz Bay","Southern Gulf Islands","19:50",26,"January","Friday",19,2.6,4.8,3.5,91,6.2,2.3,76,110,14,24.1,101.89
"6006",6006,"Queen of Cumberland","Swartz Bay","Southern Gulf Islands","20:25",26,"January","Friday",20,2,4.8,3.4,90,5.9,3.3,84,80,11,24.1,101.8
"6007",6007,"Coastal Renaissance","Swartz Bay","Tsawwassen","07:00",26,"January","Friday",7,1,4.6,2.3,85,4.3,1.9,84,300,9,24.1,101.57
"6008",6008,"Coastal Celebration","Swartz Bay","Tsawwassen","09:00",26,"January","Friday",9,2,4.6,3.6,93,4.8,2,82,200,10,24.1,101.69
"6009",6009,"Coastal Renaissance","Swartz Bay","Tsawwassen","11:00",26,"January","Friday",11,1,5.8,3.3,84,5.2,2.4,82,240,13,24.1,101.86
"6010",6010,"Spirit of Vancouver Island","Swartz Bay","Tsawwassen","12:00",26,"January","Friday",12,1,5.9,2.8,81,6,2.1,76,240,18,24.1,101.89
