"","ID","Departure","Arrival","Minutes","Day_of_Month","Month","Day","Hour","Traffic","Van_Temp_Cel","Van_Dew_Point_Temp_Cel","Van_Relative_Humidity_Per","Vic_Temp_Cel","Vic_Dew_Point_Temp_Cel","Vic_Relative_Humidity_Per","Vic_Wind_Direct_Deg","Vic_Wind_Speed","Vic_Visibility","Vic_Station_Pressure"
"6794",6794,"Swartz Bay","Tsawwassen","0","3","February","Saturday","9","1",7.4,7,98,9,7.5,90,170,13,24.1,102.51
"6795",6795,"Swartz Bay","Tsawwassen","0","3","February","Saturday","11","1",8.9,8.2,96,9.7,7.5,86,150,13,24.1,102.56
"6796",6796,"Swartz Bay","Tsawwassen","0","3","February","Saturday","13","1",10.1,8.8,91,9.1,7.9,92,210,15,24.1,102.54
"6797",6797,"Swartz Bay","Tsawwassen","0","3","February","Saturday","15","1",8.8,7.5,92,10.2,7.9,86,180,9,24.1,102.44
"6798",6798,"Swartz Bay","Tsawwassen","0","3","February","Saturday","17","1",8.2,7.6,96,9.7,8.1,90,190,7,19.3,102.38
"6799",6799,"Swartz Bay","Tsawwassen","0","3","February","Saturday","19","1",8.1,7.7,97,9.6,7.7,88,240,18,24.1,102.3
"6800",6800,"Swartz Bay","Tsawwassen","0","3","February","Saturday","21","2",7.9,7.5,98,9.7,7.3,85,180,8,24.1,102.21
"6801",6801,"Duke Point","Tsawwassen","15","3","February","Saturday","5","1",7.2,6.8,98,7.5,2.5,72,10,11,24.1,102.74
"6802",6802,"Duke Point","Tsawwassen","45","3","February","Saturday","7","1",7.2,6.9,98,8.6,7.5,93,180,14,24.1,102.38
"6803",6803,"Duke Point","Tsawwassen","15","3","February","Saturday","10","1",7.8,7.3,97,9.2,7.6,90,190,7,24.1,102.59
"6804",6804,"Duke Point","Tsawwassen","45","3","February","Saturday","12","1",9.2,8,93,8.9,7.9,93,170,9,24.1,102.58
"6805",6805,"Duke Point","Tsawwassen","15","3","February","Saturday","15","1",8.8,7.5,92,10.2,7.9,86,180,9,24.1,102.44
"6806",6806,"Duke Point","Tsawwassen","45","3","February","Saturday","17","2",8.2,7.6,96,9.7,8.1,90,190,7,19.3,102.38
"6807",6807,"Departure Bay","Horseshoe Bay","15","3","February","Saturday","6","1",7.3,6.9,98,9.4,7.2,86,240,11,24.1,102.38
"6808",6808,"Departure Bay","Horseshoe Bay","25","3","February","Saturday","8","1",7.4,7.1,98,8.5,7.5,93,180,14,24.1,102.44
"6809",6809,"Departure Bay","Horseshoe Bay","40","3","February","Saturday","10","1",7.8,7.3,97,9.2,7.6,90,190,7,24.1,102.59
"6810",6810,"Departure Bay","Horseshoe Bay","0","3","February","Saturday","13","1",10.1,8.8,91,9.1,7.9,92,210,15,24.1,102.54
"6811",6811,"Departure Bay","Horseshoe Bay","20","3","February","Saturday","15","1",8.8,7.5,92,10.2,7.9,86,180,9,24.1,102.44
"6812",6812,"Departure Bay","Horseshoe Bay","55","3","February","Saturday","17","2",8.2,7.6,96,9.7,8.1,90,190,7,19.3,102.38
"6813",6813,"Departure Bay","Horseshoe Bay","45","3","February","Saturday","20","2",8,7.7,98,9.8,7.5,85,210,12,24.1,102.26
"6814",6814,"Departure Bay","Horseshoe Bay","10","3","February","Saturday","22","2",7.7,7.4,98,5.6,4,90,220,5,24.1,102.26
"6815",6815,"Horseshoe Bay","Snug Cove (Bowen Is.)","50","3","February","Saturday","5","1",7.2,6.8,98,5.3,3.1,89,120,4,12.9,100.05
"6816",6816,"Horseshoe Bay","Snug Cove (Bowen Is.)","50","3","February","Saturday","6","1",7.3,6.9,98,9.4,7.2,86,240,11,24.1,102.38
"6817",6817,"Horseshoe Bay","Snug Cove (Bowen Is.)","0","3","February","Saturday","8","1",7.4,7.1,98,8.5,7.5,93,180,14,24.1,102.44
"6818",6818,"Horseshoe Bay","Snug Cove (Bowen Is.)","5","3","February","Saturday","9","1",7.4,7,98,9,7.5,90,170,13,24.1,102.51
"6819",6819,"Horseshoe Bay","Snug Cove (Bowen Is.)","15","3","February","Saturday","10","1",7.8,7.3,97,9.2,7.6,90,190,7,24.1,102.59
"6820",6820,"Horseshoe Bay","Snug Cove (Bowen Is.)","25","3","February","Saturday","11","1",8.9,8.2,96,9.7,7.5,86,150,13,24.1,102.56
"6821",6821,"Horseshoe Bay","Snug Cove (Bowen Is.)","35","3","February","Saturday","12","1",9.2,8,93,8.9,7.9,93,170,9,24.1,102.58
"6822",6822,"Horseshoe Bay","Snug Cove (Bowen Is.)","20","3","February","Saturday","14","1",9.2,7.4,89,9.7,8,89,210,5,24.1,102.49
"6823",6823,"Horseshoe Bay","Snug Cove (Bowen Is.)","30","3","February","Saturday","15","1",8.8,7.5,92,10.2,7.9,86,180,9,24.1,102.44
"6824",6824,"Horseshoe Bay","Snug Cove (Bowen Is.)","35","3","February","Saturday","16","1",8.5,7.6,94,10,8,87,240,12,24.1,102.4
"6825",6825,"Horseshoe Bay","Snug Cove (Bowen Is.)","45","3","February","Saturday","17","2",8.2,7.6,96,9.7,8.1,90,190,7,19.3,102.38
"6826",6826,"Horseshoe Bay","Snug Cove (Bowen Is.)","50","3","February","Saturday","18","1",7.9,7.5,97,9.8,8,88,200,11,16.1,102.34
"6827",6827,"Horseshoe Bay","Snug Cove (Bowen Is.)","0","3","February","Saturday","21","2",7.9,7.5,98,9.7,7.3,85,180,8,24.1,102.21
"6828",6828,"Horseshoe Bay","Snug Cove (Bowen Is.)","0","3","February","Saturday","22","2",7.7,7.4,98,16.2,7.9,55,360,16,24.1,102.36
"6829",6829,"Horseshoe Bay","Departure Bay","15","3","February","Saturday","6","1",7.3,6.9,98,9.4,7.2,86,240,11,24.1,102.38
"6830",6830,"Horseshoe Bay","Departure Bay","25","3","February","Saturday","8","1",7.4,7.1,98,8.5,7.5,93,180,14,24.1,102.44
"6831",6831,"Horseshoe Bay","Departure Bay","40","3","February","Saturday","10","1",7.8,7.3,97,9.2,7.6,90,190,7,24.1,102.59
"6832",6832,"Horseshoe Bay","Departure Bay","0","3","February","Saturday","13","1",10.1,8.8,91,9.1,7.9,92,210,15,24.1,102.54
"6833",6833,"Horseshoe Bay","Departure Bay","45","3","February","Saturday","15","1",8.8,7.5,92,10.2,7.9,86,180,9,24.1,102.44
"6834",6834,"Horseshoe Bay","Departure Bay","35","3","February","Saturday","18","1",7.9,7.5,97,9.8,8,88,200,11,16.1,102.34
"6835",6835,"Horseshoe Bay","Departure Bay","5","3","February","Saturday","20","1",8,7.7,98,9.8,7.5,85,210,12,24.1,102.26
"6836",6836,"Horseshoe Bay","Departure Bay","10","3","February","Saturday","22","2",7.7,7.4,98,8.9,5,76,20,14,24.1,102.3
"6837",6837,"Horseshoe Bay","Langdale","30","3","February","Saturday","7","1",7.2,6.9,98,8.6,7.5,93,180,14,24.1,102.38
"6838",6838,"Horseshoe Bay","Langdale","45","3","February","Saturday","9","1",7.4,7,98,9,7.5,90,170,13,24.1,102.51
"6839",6839,"Horseshoe Bay","Langdale","55","3","February","Saturday","11","1",8.9,8.2,96,9.7,7.5,86,150,13,24.1,102.56
"6840",6840,"Horseshoe Bay","Langdale","10","3","February","Saturday","14","1",9.2,7.4,89,9.7,8,89,210,5,24.1,102.49
"6841",6841,"Horseshoe Bay","Langdale","20","3","February","Saturday","16","1",8.5,7.6,94,10,8,87,240,12,24.1,102.4
"6842",6842,"Horseshoe Bay","Langdale","30","3","February","Saturday","17","1",8.2,7.6,96,9.7,8.1,90,190,7,19.3,102.38
"6843",6843,"Horseshoe Bay","Langdale","50","3","February","Saturday","19","3",8.1,7.7,97,9.6,7.7,88,240,18,24.1,102.3
"6844",6844,"Horseshoe Bay","Langdale","55","3","February","Saturday","22","3",7.7,7.4,98,16.2,7,53,30,11,24.1,103.37
"6845",6845,"Langdale","Horseshoe Bay","20","3","February","Saturday","6","1",7.3,6.9,98,9.4,7.2,86,240,11,24.1,102.38
"6846",6846,"Langdale","Horseshoe Bay","40","3","February","Saturday","8","1",7.4,7.1,98,8.5,7.5,93,180,14,24.1,102.44
"6847",6847,"Langdale","Horseshoe Bay","50","3","February","Saturday","10","2",7.8,7.3,97,9.2,7.6,90,190,7,24.1,102.59
"6848",6848,"Langdale","Horseshoe Bay","5","3","February","Saturday","13","1",10.1,8.8,91,9.1,7.9,92,210,15,24.1,102.54
"6849",6849,"Langdale","Horseshoe Bay","15","3","February","Saturday","15","1",8.8,7.5,92,10.2,7.9,86,180,9,24.1,102.44
"6850",6850,"Langdale","Horseshoe Bay","25","3","February","Saturday","17","1",8.2,7.6,96,9.7,8.1,90,190,7,19.3,102.38
"6851",6851,"Langdale","Horseshoe Bay","40","3","February","Saturday","18","1",7.9,7.5,97,9.8,8,88,200,11,16.1,102.34
"6852",6852,"Langdale","Horseshoe Bay","55","3","February","Saturday","20","2",8,7.7,98,9.8,7.5,85,210,12,24.1,102.26
"6853",6853,"Tsawwassen","Swartz Bay","0","4","February","Sunday","7","1",7.5,7.2,98,10.8,8.9,88,250,32,24.1,101.79
"6854",6854,"Tsawwassen","Swartz Bay","0","4","February","Sunday","9","1",7.6,7.3,98,10.7,9.2,90,250,26,24.1,101.79
"6855",6855,"Tsawwassen","Swartz Bay","0","4","February","Sunday","11","1",7.9,7.6,98,10.7,8,83,270,26,24.1,101.75
"6856",6856,"Tsawwassen","Swartz Bay","0","4","February","Sunday","13","2",9.1,8.6,97,11.3,7.2,76,260,39,24.1,101.79
"6857",6857,"Tsawwassen","Swartz Bay","0","4","February","Sunday","14","1",9,8.4,96,10.9,7.2,78,250,26,24.1,101.75
"6858",6858,"Tsawwassen","Swartz Bay","0","4","February","Sunday","15","1",9.2,8.4,95,10.7,7.8,82,240,27,24.1,101.7
"6859",6859,"Tsawwassen","Swartz Bay","0","4","February","Sunday","17","1",9.2,8.3,94,10.2,7.4,83,240,20,24.1,101.69
"6860",6860,"Tsawwassen","Swartz Bay","0","4","February","Sunday","18","1",9.2,8.4,95,10,6.8,81,280,28,24.1,101.77
"6861",6861,"Tsawwassen","Swartz Bay","0","4","February","Sunday","19","1",8.7,8.1,96,8.9,6.7,86,250,27,24.1,101.84
"6862",6862,"Tsawwassen","Swartz Bay","0","4","February","Sunday","21","1",8.6,7.9,96,8.8,6.5,85,240,34,24.1,101.91
"6863",6863,"Tsawwassen","Southern Gulf Islands","10","4","February","Sunday","11","2",7.9,7.6,98,10.7,8,83,270,26,24.1,101.75
"6864",6864,"Tsawwassen","Southern Gulf Islands","40","4","February","Sunday","17","1",9.2,8.3,94,10.2,7.4,83,240,20,24.1,101.69
"6865",6865,"Tsawwassen","Southern Gulf Islands","5","4","February","Sunday","21","1",8.6,7.9,96,8.8,6.5,85,240,34,24.1,101.91
"6866",6866,"Tsawwassen","Duke Point","15","4","February","Sunday","10","1",7.8,7.5,98,11,8.7,85,250,28,24.1,101.86
"6867",6867,"Tsawwassen","Duke Point","45","4","February","Sunday","12","1",8.8,8.5,98,11.4,7.5,77,260,25,24.1,101.78
"6868",6868,"Tsawwassen","Duke Point","15","4","February","Sunday","15","1",9.2,8.4,95,10.7,7.8,82,240,27,24.1,101.7
"6869",6869,"Tsawwassen","Duke Point","45","4","February","Sunday","17","1",9.2,8.3,94,10.2,7.4,83,240,20,24.1,101.69
"6870",6870,"Tsawwassen","Duke Point","15","4","February","Sunday","20","1",8.5,7.9,96,8.9,6.4,84,240,29,24.1,101.88
"6871",6871,"Tsawwassen","Duke Point","45","4","February","Sunday","22","2",8.9,7.2,89,1,-0.3,94,240,17,8.1,102.99
"6872",6872,"Swartz Bay","Fulford Harbour (Saltspring Is.)","0","4","February","Sunday","9","1",7.6,7.3,98,10.7,9.2,90,250,26,24.1,101.79
"6873",6873,"Swartz Bay","Fulford Harbour (Saltspring Is.)","0","4","February","Sunday","11","1",7.9,7.6,98,10.7,8,83,270,26,24.1,101.75
"6874",6874,"Swartz Bay","Fulford Harbour (Saltspring Is.)","0","4","February","Sunday","13","2",9.1,8.6,97,11.3,7.2,76,260,39,24.1,101.79
"6875",6875,"Swartz Bay","Fulford Harbour (Saltspring Is.)","0","4","February","Sunday","15","1",9.2,8.4,95,10.7,7.8,82,240,27,24.1,101.7
"6876",6876,"Swartz Bay","Fulford Harbour (Saltspring Is.)","0","4","February","Sunday","17","1",9.2,8.3,94,10.2,7.4,83,240,20,24.1,101.69
"6877",6877,"Swartz Bay","Fulford Harbour (Saltspring Is.)","0","4","February","Sunday","19","1",8.7,8.1,96,8.9,6.7,86,250,27,24.1,101.84
"6878",6878,"Swartz Bay","Fulford Harbour (Saltspring Is.)","0","4","February","Sunday","21","1",8.6,7.9,96,8.8,6.5,85,240,34,24.1,101.91
"6879",6879,"Swartz Bay","Southern Gulf Islands","45","4","February","Sunday","5","1",7.4,7.1,98,8.8,3.9,73,30,11,24.1,100.98
"6880",6880,"Swartz Bay","Southern Gulf Islands","25","4","February","Sunday","6","1",7.5,7.2,98,10.4,8.6,88,240,32,24.1,101.81
"6881",6881,"Swartz Bay","Southern Gulf Islands","35","4","February","Sunday","9","1",7.6,7.3,98,10.7,9.2,90,250,26,24.1,101.79
"6882",6882,"Swartz Bay","Southern Gulf Islands","20","4","February","Sunday","14","1",9,8.4,96,10.9,7.2,78,250,26,24.1,101.75
"6883",6883,"Swartz Bay","Southern Gulf Islands","40","4","February","Sunday","14","1",9,8.4,96,10.9,7.2,78,250,26,24.1,101.75
"6884",6884,"Swartz Bay","Southern Gulf Islands","10","4","February","Sunday","16","1",8.9,8.2,95,10.6,7.9,83,250,27,24.1,101.68
"6885",6885,"Swartz Bay","Southern Gulf Islands","35","4","February","Sunday","18","2",9.2,8.4,95,10,6.8,81,280,28,24.1,101.77
"6886",6886,"Swartz Bay","Southern Gulf Islands","25","4","February","Sunday","19","2",8.7,8.1,96,8.9,6.7,86,250,27,24.1,101.84
"6887",6887,"Swartz Bay","Tsawwassen","0","4","February","Sunday","7","1",7.5,7.2,98,10.8,8.9,88,250,32,24.1,101.79
"6888",6888,"Swartz Bay","Tsawwassen","0","4","February","Sunday","9","1",7.6,7.3,98,10.7,9.2,90,250,26,24.1,101.79
"6889",6889,"Swartz Bay","Tsawwassen","0","4","February","Sunday","11","1",7.9,7.6,98,10.7,8,83,270,26,24.1,101.75
"6890",6890,"Swartz Bay","Tsawwassen","0","4","February","Sunday","12","1",8.8,8.5,98,11.4,7.5,77,260,25,24.1,101.78
"6891",6891,"Swartz Bay","Tsawwassen","0","4","February","Sunday","13","2",9.1,8.6,97,11.3,7.2,76,260,39,24.1,101.79
"6892",6892,"Swartz Bay","Tsawwassen","0","4","February","Sunday","15","1",9.2,8.4,95,10.7,7.8,82,240,27,24.1,101.7
"6893",6893,"Swartz Bay","Tsawwassen","0","4","February","Sunday","16","1",8.9,8.2,95,10.6,7.9,83,250,27,24.1,101.68
"6894",6894,"Swartz Bay","Tsawwassen","0","4","February","Sunday","17","1",9.2,8.3,94,10.2,7.4,83,240,20,24.1,101.69
"6895",6895,"Swartz Bay","Tsawwassen","0","4","February","Sunday","19","1",8.7,8.1,96,8.9,6.7,86,250,27,24.1,101.84
"6896",6896,"Swartz Bay","Tsawwassen","0","4","February","Sunday","21","1",8.6,7.9,96,8.8,6.5,85,240,34,24.1,101.91
"6897",6897,"Duke Point","Tsawwassen","15","4","February","Sunday","10","1",7.8,7.5,98,11,8.7,85,250,28,24.1,101.86
"6898",6898,"Duke Point","Tsawwassen","45","4","February","Sunday","12","1",8.8,8.5,98,11.4,7.5,77,260,25,24.1,101.78
"6899",6899,"Duke Point","Tsawwassen","15","4","February","Sunday","15","1",9.2,8.4,95,10.7,7.8,82,240,27,24.1,101.7
"6900",6900,"Duke Point","Tsawwassen","45","4","February","Sunday","17","1",9.2,8.3,94,10.2,7.4,83,240,20,24.1,101.69
"6901",6901,"Duke Point","Tsawwassen","15","4","February","Sunday","20","1",8.5,7.9,96,8.9,6.4,84,240,29,24.1,101.88
"6902",6902,"Duke Point","Tsawwassen","45","4","February","Sunday","22","2",8.9,7.2,89,10.8,6.6,74,240,9,24.1,101.88
"6903",6903,"Departure Bay","Horseshoe Bay","15","4","February","Sunday","6","1",7.5,7.2,98,10.4,8.6,88,240,32,24.1,101.81
"6904",6904,"Departure Bay","Horseshoe Bay","25","4","February","Sunday","8","1",7.5,7.2,98,10.5,9.2,92,240,38,16.1,101.78
"6905",6905,"Departure Bay","Horseshoe Bay","40","4","February","Sunday","10","1",7.8,7.5,98,11,8.7,85,250,28,24.1,101.86
"6906",6906,"Departure Bay","Horseshoe Bay","0","4","February","Sunday","13","2",9.1,8.6,97,11.3,7.2,76,260,39,24.1,101.79
"6907",6907,"Departure Bay","Horseshoe Bay","20","4","February","Sunday","15","1",9.2,8.4,95,10.7,7.8,82,240,27,24.1,101.7
"6908",6908,"Departure Bay","Horseshoe Bay","55","4","February","Sunday","17","1",9.2,8.3,94,10.2,7.4,83,240,20,24.1,101.69
"6909",6909,"Departure Bay","Horseshoe Bay","45","4","February","Sunday","20","1",8.5,7.9,96,8.9,6.4,84,240,29,24.1,101.88
"6910",6910,"Departure Bay","Horseshoe Bay","10","4","February","Sunday","22","3",8.9,7.2,89,16.2,6.6,51,60,2,24.1,102.99
"6911",6911,"Horseshoe Bay","Snug Cove (Bowen Is.)","50","4","February","Sunday","5","1",7.4,7.1,98,8.2,4.1,77,120,26,24.1,100.65
"6912",6912,"Horseshoe Bay","Snug Cove (Bowen Is.)","0","4","February","Sunday","8","1",7.5,7.2,98,10.5,9.2,92,240,38,16.1,101.78
"6913",6913,"Horseshoe Bay","Snug Cove (Bowen Is.)","5","4","February","Sunday","9","1",7.6,7.3,98,10.7,9.2,90,250,26,24.1,101.79
"6914",6914,"Horseshoe Bay","Snug Cove (Bowen Is.)","15","4","February","Sunday","10","1",7.8,7.5,98,11,8.7,85,250,28,24.1,101.86
"6915",6915,"Horseshoe Bay","Snug Cove (Bowen Is.)","25","4","February","Sunday","11","1",7.9,7.6,98,10.7,8,83,270,26,24.1,101.75
"6916",6916,"Horseshoe Bay","Snug Cove (Bowen Is.)","35","4","February","Sunday","12","1",8.8,8.5,98,11.4,7.5,77,260,25,24.1,101.78
"6917",6917,"Horseshoe Bay","Snug Cove (Bowen Is.)","20","4","February","Sunday","14","1",9,8.4,96,10.9,7.2,78,250,26,24.1,101.75
"6918",6918,"Horseshoe Bay","Snug Cove (Bowen Is.)","30","4","February","Sunday","15","1",9.2,8.4,95,10.7,7.8,82,240,27,24.1,101.7
"6919",6919,"Horseshoe Bay","Snug Cove (Bowen Is.)","35","4","February","Sunday","16","1",8.9,8.2,95,10.6,7.9,83,250,27,24.1,101.68
"6920",6920,"Horseshoe Bay","Snug Cove (Bowen Is.)","45","4","February","Sunday","17","1",9.2,8.3,94,10.2,7.4,83,240,20,24.1,101.69
"6921",6921,"Horseshoe Bay","Snug Cove (Bowen Is.)","50","4","February","Sunday","18","2",9.2,8.4,95,10,6.8,81,280,28,24.1,101.77
"6922",6922,"Horseshoe Bay","Snug Cove (Bowen Is.)","0","4","February","Sunday","20","1",8.5,7.9,96,8.9,6.4,84,240,29,24.1,101.88
"6923",6923,"Horseshoe Bay","Snug Cove (Bowen Is.)","0","4","February","Sunday","22","2",8.9,7.2,89,10.2,3.2,61,10,10,24.1,100.98
"6924",6924,"Horseshoe Bay","Departure Bay","15","4","February","Sunday","6","1",7.5,7.2,98,10.4,8.6,88,240,32,24.1,101.81
"6925",6925,"Horseshoe Bay","Departure Bay","25","4","February","Sunday","8","1",7.5,7.2,98,10.5,9.2,92,240,38,16.1,101.78
"6926",6926,"Horseshoe Bay","Departure Bay","40","4","February","Sunday","10","1",7.8,7.5,98,11,8.7,85,250,28,24.1,101.86
"6927",6927,"Horseshoe Bay","Departure Bay","0","4","February","Sunday","13","2",9.1,8.6,97,11.3,7.2,76,260,39,24.1,101.79
"6928",6928,"Horseshoe Bay","Departure Bay","45","4","February","Sunday","15","1",9.2,8.4,95,10.7,7.8,82,240,27,24.1,101.7
"6929",6929,"Horseshoe Bay","Departure Bay","35","4","February","Sunday","18","2",9.2,8.4,95,10,6.8,81,280,28,24.1,101.77
"6930",6930,"Horseshoe Bay","Departure Bay","5","4","February","Sunday","20","1",8.5,7.9,96,8.9,6.4,84,240,29,24.1,101.88
"6931",6931,"Horseshoe Bay","Departure Bay","10","4","February","Sunday","22","3",8.9,7.2,89,16.2,8,56,60,16,24.1,100.31
"6932",6932,"Horseshoe Bay","Langdale","30","4","February","Sunday","7","1",7.5,7.2,98,10.8,8.9,88,250,32,24.1,101.79
"6933",6933,"Horseshoe Bay","Langdale","45","4","February","Sunday","9","1",7.6,7.3,98,10.7,9.2,90,250,26,24.1,101.79
"6934",6934,"Horseshoe Bay","Langdale","55","4","February","Sunday","11","1",7.9,7.6,98,10.7,8,83,270,26,24.1,101.75
"6935",6935,"Horseshoe Bay","Langdale","10","4","February","Sunday","14","1",9,8.4,96,10.9,7.2,78,250,26,24.1,101.75
"6936",6936,"Horseshoe Bay","Langdale","20","4","February","Sunday","16","1",8.9,8.2,95,10.6,7.9,83,250,27,24.1,101.68
"6937",6937,"Horseshoe Bay","Langdale","30","4","February","Sunday","17","1",9.2,8.3,94,10.2,7.4,83,240,20,24.1,101.69
"6938",6938,"Horseshoe Bay","Langdale","50","4","February","Sunday","19","2",8.7,8.1,96,8.9,6.7,86,250,27,24.1,101.84
"6939",6939,"Horseshoe Bay","Langdale","55","4","February","Sunday","22","1",8.9,7.2,89,0.9,1.3,98,240,5,12.9,102.34
"6940",6940,"Langdale","Horseshoe Bay","20","4","February","Sunday","6","1",7.5,7.2,98,10.4,8.6,88,240,32,24.1,101.81
"6941",6941,"Langdale","Horseshoe Bay","40","4","February","Sunday","8","1",7.5,7.2,98,10.5,9.2,92,240,38,16.1,101.78
"6942",6942,"Langdale","Horseshoe Bay","50","4","February","Sunday","10","2",7.8,7.5,98,11,8.7,85,250,28,24.1,101.86
"6943",6943,"Langdale","Horseshoe Bay","5","4","February","Sunday","13","2",9.1,8.6,97,11.3,7.2,76,260,39,24.1,101.79
"6944",6944,"Langdale","Horseshoe Bay","15","4","February","Sunday","15","1",9.2,8.4,95,10.7,7.8,82,240,27,24.1,101.7
"6945",6945,"Langdale","Horseshoe Bay","25","4","February","Sunday","17","1",9.2,8.3,94,10.2,7.4,83,240,20,24.1,101.69
"6946",6946,"Langdale","Horseshoe Bay","40","4","February","Sunday","18","2",9.2,8.4,95,10,6.8,81,280,28,24.1,101.77
"6947",6947,"Langdale","Horseshoe Bay","55","4","February","Sunday","20","1",8.5,7.9,96,8.9,6.4,84,240,29,24.1,101.88
"6948",6948,"Tsawwassen","Swartz Bay","0","5","February","Monday","7","1",7.6,6.3,91,8.2,6,86,240,28,24.1,102.04
"6949",6949,"Tsawwassen","Swartz Bay","0","5","February","Monday","9","1",7.9,6.7,92,8.2,5.5,83,250,24,24.1,102.05
"6950",6950,"Tsawwassen","Swartz Bay","0","5","February","Monday","11","1",8.5,6.8,89,8.9,5.3,78,260,17,24.1,102.09
"6951",6951,"Tsawwassen","Swartz Bay","0","5","February","Monday","13","1",8.5,7,90,9.9,5.1,72,260,30,24.1,102.04
"6952",6952,"Tsawwassen","Swartz Bay","0","5","February","Monday","15","1",8.8,6.7,86,9.9,5.1,72,250,22,24.1,102.06
"6953",6953,"Tsawwassen","Swartz Bay","0","5","February","Monday","17","2",8.1,6.2,87,9,5.9,81,230,22,24.1,102.04
"6954",6954,"Tsawwassen","Swartz Bay","0","5","February","Monday","19","1",7.6,6.4,92,8.5,5.6,82,240,17,24.1,102.12
"6955",6955,"Tsawwassen","Swartz Bay","0","5","February","Monday","21","3",7.9,6,88,7.4,5.5,88,250,17,24.1,102.2
"6956",6956,"Tsawwassen","Southern Gulf Islands","55","5","February","Monday","9","1",7.9,6.7,92,8.2,5.5,83,250,24,24.1,102.05
"6957",6957,"Tsawwassen","Southern Gulf Islands","15","5","February","Monday","19","1",7.6,6.4,92,8.5,5.6,82,240,17,24.1,102.12
"6958",6958,"Tsawwassen","Duke Point","15","5","February","Monday","5","1",8.4,5.8,83,8.3,4.4,75,250,26,24.1,100.84
"6959",6959,"Tsawwassen","Duke Point","45","5","February","Monday","7","1",7.6,6.3,91,8.2,6,86,240,28,24.1,102.04
"6960",6960,"Tsawwassen","Duke Point","15","5","February","Monday","10","1",8.3,6.6,89,8.7,5.4,79,270,26,24.1,102.03
"6961",6961,"Tsawwassen","Duke Point","45","5","February","Monday","12","1",8.4,6.9,90,9.2,5.2,76,250,29,24.1,102.07
"6962",6962,"Tsawwassen","Duke Point","15","5","February","Monday","15","1",8.8,6.7,86,9.9,5.1,72,250,22,24.1,102.06
"6963",6963,"Tsawwassen","Duke Point","45","5","February","Monday","17","1",8.1,6.2,87,9,5.9,81,230,22,24.1,102.04
"6964",6964,"Tsawwassen","Duke Point","15","5","February","Monday","20","1",7.9,6.4,90,7.7,5.5,86,250,21,24.1,102.18
"6965",6965,"Tsawwassen","Duke Point","45","5","February","Monday","22","1",7.7,6.1,89,3.5,3,96,260,8,3.2,102.89
"6966",6966,"Swartz Bay","Fulford Harbour (Saltspring Is.)","0","5","February","Monday","7","1",7.6,6.3,91,8.2,6,86,240,28,24.1,102.04
"6967",6967,"Swartz Bay","Fulford Harbour (Saltspring Is.)","0","5","February","Monday","9","1",7.9,6.7,92,8.2,5.5,83,250,24,24.1,102.05
"6968",6968,"Swartz Bay","Fulford Harbour (Saltspring Is.)","0","5","February","Monday","11","1",8.5,6.8,89,8.9,5.3,78,260,17,24.1,102.09
"6969",6969,"Swartz Bay","Fulford Harbour (Saltspring Is.)","0","5","February","Monday","13","1",8.5,7,90,9.9,5.1,72,260,30,24.1,102.04
"6970",6970,"Swartz Bay","Fulford Harbour (Saltspring Is.)","0","5","February","Monday","15","1",8.8,6.7,86,9.9,5.1,72,250,22,24.1,102.06
"6971",6971,"Swartz Bay","Fulford Harbour (Saltspring Is.)","0","5","February","Monday","17","2",8.1,6.2,87,9,5.9,81,230,22,24.1,102.04
"6972",6972,"Swartz Bay","Fulford Harbour (Saltspring Is.)","0","5","February","Monday","19","1",7.6,6.4,92,8.5,5.6,82,240,17,24.1,102.12
"6973",6973,"Swartz Bay","Fulford Harbour (Saltspring Is.)","0","5","February","Monday","21","3",7.9,6,88,7.4,5.5,88,250,17,24.1,102.2
"6974",6974,"Swartz Bay","Southern Gulf Islands","0","5","February","Monday","5","1",8.4,5.8,83,8.3,3.3,70,130,10,24.1,102.84
"6975",6975,"Swartz Bay","Southern Gulf Islands","5","5","February","Monday","5","1",8.4,5.8,83,6.6,5.4,92,250,4,9.7,102.04
"6976",6976,"Swartz Bay","Southern Gulf Islands","15","5","February","Monday","8","1",7.8,6.5,91,8.1,5.6,84,250,22,24.1,102.05
"6977",6977,"Swartz Bay","Southern Gulf Islands","10","5","February","Monday","9","1",7.9,6.7,92,8.2,5.5,83,250,24,24.1,102.05
"6978",6978,"Swartz Bay","Southern Gulf Islands","10","5","February","Monday","10","1",8.3,6.6,89,8.7,5.4,79,270,26,24.1,102.03
"6979",6979,"Swartz Bay","Southern Gulf Islands","20","5","February","Monday","14","1",8.8,6.8,87,10.3,5.3,71,250,25,24.1,102.04
"6980",6980,"Swartz Bay","Southern Gulf Islands","10","5","February","Monday","15","1",8.8,6.7,86,9.9,5.1,72,250,22,24.1,102.06
"6981",6981,"Swartz Bay","Southern Gulf Islands","20","5","February","Monday","16","3",8.7,6.4,85,9.2,5.9,80,230,19,24.1,102.07
"6982",6982,"Swartz Bay","Southern Gulf Islands","40","5","February","Monday","18","1",7.4,6.3,93,8.8,5.8,81,240,17,24.1,102.08
"6983",6983,"Swartz Bay","Southern Gulf Islands","55","5","February","Monday","19","1",7.6,6.4,92,8.5,5.6,82,240,17,24.1,102.12
